regret,3,1
bravo,4,1
cost,2,0
Rich,0,2
Finding,0,1
cargo,0,6
101.,1,0
appear,2,0
uniform,1,0
decade,4,0
Imagine,1,0
Alone,0,1
Along,0,2
appeal,1,0
supporting,9,2
unsure,1,0
Brilliant,24,4
English,0,2
teacher,3,0
change,1,0
Fueling,1,0
Dead,3,0
exiting,1,0
usually,2,0
pillow,1,0
extra,0,1
rarely,423,2
Jeramie,1,0
Felt,4,0
Tiger,1,0
territories,0,1
live,8,4
Cities,1,0
Pity,0,1
recently.,1,0
F,3,1
Inspired,2,1
Lied,2,0
car,0,2
cap,1,0
indescribably,0,1
can,0,2
cam,0,4
Jenn,1,0
cab,2,0
heart,54,6
heard,15,4
Walter,0,1
Considerably,1,0
discussion,1,0
write,0,5
unrealistically,0,1
baseball.,1,0
dominance,0,1
nonstop,0,2
product,0,1
Always,7,0
sacrifice,2,0
bawl,1,0
produce,1,0
hear.,0,1
nomination,21,0
View,1,0
remember,4,0
whenever,0,1
Toss,1,0
Crushing,1,0
Ship,2,0
Shit,2,1
serving,1,0
indeed,5,0
brain,2,0
cold,0,1
still,79,28
cola,0,2
reacting,0,1
years..,1,0
Wait,1,1
biter.,2,0
non,1,0
Norfolk,2,1
-incredible,1,0
nod,5,0
Eureka,1,0
Looked,1,0
half,10,6
not,143,88
son,6,0
discuss,2,0
wont,1,0
Skip,0,1
drop,2,1
Redford,1,2
birthday.,1,0
Milo,1,0
entirely,1,0
em,0,1
el,5,0
en,4,0
BEGGAR,1,0
Museum,2,0
Dude,3,0
yeah,1,8
Guadalajara,1,0
deserved.,0,1
year,106,31
Expected,0,1
et,2,0
happen,3,1
AWESOME.,1,0
space,0,6
irony,1,0
looking,11,7
receiving,1,0
e.,1,0
interesting.,1,1
lugging,0,1
rebel,1,0
Pumped,3,1
obligation,0,1
marine,0,1
inevitable,0,1
card,2,1
care,3,2
show.,1,1
Promise,5,0
watch..,1,0
thankfulness,1,0
Even,13,8
achingly,2,0
There,3,2
flipping,1,0
yourself,0,1
xx,4,0
Hollywood,17,17
Ever,8,2
tomorrow,18,10
sheep,0,1
sheer,2,1
Diamond,1,0
silent,2,2
caught,1,1
well-scripted,1,0
tragic,2,0
puddle,1,0
friend,7,0
mostly,2,8
that,3,3
recommended.,1,0
violence.,1,0
short,2,1
television,1,0
sublime,1,0
premier,1,0
Philadelphia,3,0
slam,1,0
anytime,2,0
recover,1,0
Speechless,6,0
terrific,6,0
end.,16,5
CA.,0,1
begin,2,2
Off,3,1
price,8,1
EVERYTHING.,1,0
Hollywood.,0,1
forever,3,1
gripped.,1,0
Fuck,2,5
typically,1,0
Wee,1,0
Incredible,19,8
while.,7,3
Role,1,0
Wet,0,1
Roll,1,0
crashing,2,0
title,0,1
Kansas,1,0
only,37,21
Newcomer,3,0
Interesting,3,1
seen.,25,8
pumpkin,3,0
LEVEL,0,1
NATIONAL,1,0
truly,31,19
Reviews,4,0
celebrate,5,0
EMOTIONALLY,0,1
Fucking,1,4
THOUGH.,0,1
friends.,1,0
Allen,1,0
husband,7,0
physically,2,0
hurt.,1,3
Crew,13,1
Atlas,3,0
asleep,0,2
Location,2,0
sport,2,0
seekers,2,0
pirating.,0,1
Tear,3,0
Team,4,3
life-boat,0,1
article,3,1
Insane,1,0
talented,0,1
Give,63,2
Escape,2,0
prequel,0,2
Death,1,0
Pictures,2,0
Eager,1,0
Saw.,0,1
Ooh.,0,1
thriller.,5,0
carer,0,1
WORST,0,2
Stick,0,1
developing,0,1
handicapped,0,1
scum,1,0
care.,1,0
Realizing,1,0
favorite.,1,0
Better,2,4
evening,9,1
embrace,1,0
Somali,107,45
somebody,0,3
alright.,4,1
awhile,7,5
worry,6,2
develop,1,0
medic,2,4
nausea-inducing,1,0
figuring,0,7
Touching,0,1
MEAN,1,0
sticker.,724,0
finish,12,1
mentally,1,0
theater,44,21
charger,1,0
NEGOTIATE,1,0
sir..,1,0
am.,0,2
commotion.,0,1
touch,3,0
Might,7,4
WILSON,0,1
Would,2,1
thinking,10,11
improvement,0,1
Execution.,1,0
treatment,2,0
real,83,12
spectacular,11,2
read,9,5
Phillip,3,0
wreck.,3,1
early,0,5
Tour,2,0
listening,2,0
superlative,0,1
amp,247,99
lady,0,2
entertainment.,1,0
Nominee,2,0
Show,3,1
t,2,0
Operation,1,0
Before,19,0
Mark,1,1
duration,1,0
squirm,1,0
twice.,2,0
JUST,1,0
asap,0,1
sixth,1,0
credits,1,0
hectic,1,0
exciting,8,5
throw,1,2
central,0,1
Forgot,3,0
internalize,1,0
Story,5,2
whole.,1,0
statuette,1,1
Congrats,0,1
Add,3,0
bedtime,1,1
nowadays,0,1
log,1,0
prepare,2,0
start,34,8
Birthday,2,1
low,1,0
lot,17,3
you.,7,1
J,1,0
delayed,1,0
Experience,24,0
multitasking,1,0
trying,6,3
Century,1,0
are.,1,0
Moved,1,0
Moves,1,0
describe,6,6
tastes.,0,1
SEEN,4,0
nerd,1,0
Idol,1,0
Jake,4,0
subtext,0,1
Survival,2,0
cinematography,4,3
thought-provoking,2,0
you,4,0
Law,1,0
Intense,33,6
everywhere.,1,0
poor,0,1
Great,140,45
Fields,1,0
-If,1,0
Plymouth,2,0
building,0,1
Mexican,1,0
evening.,3,1
Modern,2,0
Bro,3,1
Critic,1,0
Persuade,1,0
tense,56,2
overseas,0,1
-D,1,0
EXECUTE,1,1
Concur,1,0
month,8,2
-P,0,1
religious,1,0
carpet,32,0
resounding,1,0
very,530,11
horror,4,0
screwdriver,0,1
decide,6,1
tomorrow.,34,2
heaven,1,0
throbbing,2,0
Carpet,2,0
GREAT,16,13
code-named,1,1
fence,6,0
opting,1,0
Grandmother,1,0
Tried,2,0
emotions,0,1
him.,2,0
Govt,0,1
Totally,5,0
addiction.,1,0
ma,4,0
loose,1,1
strong,5,1
reality.,1,0
ahead,4,2
inspired,1,0
exceptionally,1,0
Cant,1,4
emotion.,3,0
family,8,0
CROWN,1,0
jaw-,0,1
ask,1,0
story.,34,1
Male,2,0
Undoubtedly,0,1
yuck,0,1
site,1,0
Bless,1,0
So,74,16
broke,3,1
Battleships,2,0
producing,1,0
Se,1,0
Breathtaking,1,0
Followed,1,0
Afterwards,0,1
SO,19,8
SM,1,0
SA,1,1
history,4,0
boycott,1,0
CAM,0,1
phrase,2,0
Bitter,1,0
Interstate,1,0
Opening,1,1
TENSE,1,0
Fall,5,1
Sort,0,1
fr,1,0
sneak,2,4
fa,1,0
dine-in,0,1
choice,6,0
Deep,1,0
Dramamine,50,2
dream,1,1
though.,2,0
Film,30,2
help,16,7
Definite,2,1
soon,14,2
superb.,2,1
helm,0,5
hell,11,21
kinetic,3,0
compelling.,1,0
speechless.,5,1
OFFICIAL,0,1
Cardinals,1,0
actually,16,21
EVERY,2,1
full.,0,1
Reaction,1,0
EVER.,2,1
yo,0,4
ya,3,5
yr,0,1
KILLS,1,0
fully,4,0
bless,0,7
emotional.,1,0
die,5,4
trailer,5,10
heavy,4,3
house.,1,1
worthy.,2,0
beyond,1,1
event,2,0
Restoring,1,0
emotionally,5,0
miss,7,5
safety,1,0
intensity.,1,0
issue,2,0
ass,1,35
None,0,1
wave-tossed,1,0
even.,2,0
Plaza,1,0
According,11,0
reason,4,16
base,1,0
overshadowing,1,0
put,2,1
heroic,2,1
Fantastic,10,1
Boston,0,4
terrible,1,2
feelings.,1,0
expecting,5,3
Respect,4,0
Kaleb,0,1
Reminded,1,0
elder,1,0
minutes.,2,0
Reminder,1,0
raw.,1,0
horse,2,0
Feels,1,0
station,1,0
collaboration.,1,8
selling,3,0
crap.,1,0
translation,0,1
peers.,1,0
anticipate,1,0
uncanny,2,0
battering,1,0
Spacey,1,1
Julie,0,1
procedural,1,0
deciding,0,2
experience.,4,0
urgently,1,0
Goa,1,0
randomly,0,2
Got,19,11
vulnerable,2,0
lie,9,0
adrift,1,0
performance.,11,3
useless,1,1
Awaiting,0,1
With,30,1
caliber,0,1
quote,1,1
Chief,2,0
The,51,14
raving,2,0
performances,3,0
clear,3,0
Momma,0,1
Ghastly,4,0
clean,0,3
usual,19,3
blend,1,0
u..,1,0
workout.,1,0
hyper,1,0
film..,6,0
AGES,1,0
Somalia.,2,1
booze,0,2
impressively,1,0
retard..,1,0
with.,2,0
justice,2,0
SEALS,5,2
pretty,30,38
heaven.,1,0
albeit,4,0
Somalian,32,16
SEAL.,1,0
Counselor,1,0
Powerful,2,1
AWARD,0,1
IDIOTS,2,0
hype,3,4
x,16,1
throwing,2,1
WONDERFUL,2,0
Mama,1,0
close,5,2
deploying,1,0
wow,19,26
Park,1,1
Part,2,1
VIDEO,0,2
years.,1,5
probably,28,12
vertigo.,1,0
Fighter,1,0
missing,4,0
ranked,0,1
genre,2,0
fluently,0,1
abruptly,0,1
league,3,0
tonight..,2,0
Hard,4,1
sorted.,0,1
forgotten,1,0
seeing.,2,2
Wan,1,1
liked,1,0
header,0,1
Way,2,3
vessel,0,1
Wat,1,0
Was,71,6
War,1,0
Capt.,5,1
Most,5,0
damn,4,17
God,8,12
territory,1,0
empty,1,0
Webb,1,0
dialogue,1,3
success.,0,1
else,13,8
determination,1,0
haunting.,0,1
Late,1,4
Useful,1,0
look,13,20
pacing.,1,0
MM,3,0
while,31,8
Done,1,1
smart,1,0
loot,0,1
pack,14,0
well-acted,1,0
Furthermore,0,1
Movie.,4,1
Racist,4,0
ready,22,6
Esther,1,0
anymore,5,2
Alert,1,1
Extraordinary,1,0
grand,2,0
conflict,2,0
hallway,0,2
used,1,0
Inception.,1,0
Scenes,1,0
Nicest,7,0
haunting,2,0
Strongly,2,0
anxious,1,1
obviously,1,3
savvy,1,0
Girl,1,0
SWIM,4,0
Piracy,7,9
wise.,1,0
teenage,1,0
Aloha,1,0
NAVY,7,0
Tyler,1,0
reviewer,1,0
retirement,1,0
informal,1,0
entirety,0,1
remaining,1,0
motivating,0,1
showing,11,3
Tea,0,1
Billy,6,4
game,13,2
Cincinnati,0,1
provoking,1,0
eek,1,0
Find,2,1
Hey.,1,0
Little,4,0
Go.,2,2
savage,2,2
AMA,33,6
pounding,7,0
Apollo,1,0
minimal,2,0
sympathetic,1,0
run,0,1
rum,2,0
reach,1,0
first-time,3,0
works.,0,1
shine,1,0
faith,6,0
Taylor,1,0
Catherine,0,1
Lion,1,0
Looks,2,0
Disturbing,0,1
silence,2,1
seeing,106,22
visit,1,0
Scale,1,0
A-list,1,0
Oscar-worthy,2,0
Wilson.,1,1
..,5,1
forces.,1,0
himself,1,0
BRILLIANT,2,0
Tommy,1,0
properly,2,0
hail,1,0
dull,1,4
info,2,0
Irish,28,12
Twitter,0,10
Those,4,1
Heroics.,1,0
loving,1,0
similar,2,0
Pirates.,3,1
To,7,1
Above,0,4
Te,0,2
TY,1,0
TV,2,0
A-,1,0
A.,1,0
Promenade,1,0
TO,4,0
nap,0,1
TH,5,0
excellent.,4,4
TA,1,0
draw,3,0
AG,2,0
AF,1,1
AM,2,1
Thought,4,2
T-,0,1
INVESTED,2,0
overlong,1,0
disbelief,2,0
Ah,2,1
Am,3,3
Al,1,4
An,7,0
depth,2,0
At,3,3
Aw,1,0
Village,1,1
Apparently,1,1
True.,1,0
FALL,1,0
go,199,80
Award,2,2
does,1,0
Bet,2,0
Words,1,1
Not,46,17
Nov,0,1
Now,45,15
Canadian,2,0
Celebrity,1,0
telling,2,1
more.,5,2
Feeling,2,1
No.,6,2
PHOTO,1,0
button,0,1
Goodnight,1,1
verdict,1,0
booty,0,2
boots,1,0
jump,1,1
SEAL,5,3
click,0,1
Stellar,3,0
Boys,2,0
America,33,26
commercial,2,0
Greek,0,1
Conducted,37,0
Green,0,1
Camera.,1,0
commendably,1,0
Palace,1,0
chant,4,0
mid-movie.,0,1
Back,11,1
play.,1,0
Arabic,0,1
Wonder,0,1
wig,0,1
Oilers,1,0
foresee,2,0
danger,1,0
win,87,7
manage,0,3
Genius,2,1
wit,3,1
singing,1,0
Rita,1,0
metaphor,1,1
tension-filled,1,0
Papa,0,1
camera,4,2
historically,2,0
beyond.,1,0
tailer,0,1
benchmark,1,0
Wednesday,2,0
charming,2,0
incredible..,1,0
LIKE,1,0
ride,31,1
UCLA,2,0
Video,2,0
meet,7,0
control,2,1
far.,5,5
Encourage,1,0
TOO,3,1
TOM,6,2
wonderful,16,0
Lovely,3,0
Merchant,1,1
Captivated,1,0
vibe,1,0
NHL,1,0
waterproof,0,1
solidifying,31,0
outdid,2,0
British,5,0
Mrs,2,0
prance,0,1
courage.,1,0
While,0,1
Middle,1,0
Guard,1,2
agenda,1,0
camper.,1,0
Wilson,7,10
hand.,1,0
GRAVITY,0,1
including,1,1
costume,1,0
cruise,3,2
Orbiting,0,4
WITH,1,0
Final,7,0
box-office,10,0
outer,0,1
lanes.,0,2
ordeal.,1,0
DEFINITELY,1,0
Execute,8,1
Intensely,0,1
front,4,2
Dear,3,0
endings.,0,1
Agreed.,2,0
EXCELLENT,4,0
shaking,1,4
unwind,0,1
Stadium,1,1
breathtaking.,1,0
mas,1,0
climatic,1,0
special,7,1
secretly,1,0
entertainment,0,2
Season,3,0
time-,1,0
time.,34,8
Utterly,2,0
cause,5,3
completely,9,1
Tomatoes.,1,0
route,1,0
childless,0,1
timer,0,1
keep,14,2
well-directed.,1,0
Enjoyed,11,3
Carib,0,1
situations.,1,0
-this,0,1
list.,2,1
bitch,0,4
quality,15,4
suck,1,0
ASS,1,0
be.,5,0
Shane,1,0
Delivering,0,1
attack,7,2
laughs.,1,0
Saturday.,1,2
final,106,3
prone,1,0
exactly,6,3
R,3,2
overwhelming,2,0
FANTASTIC,3,0
bee,1,0
claim,1,0
Djibouti,1,0
Series,3,0
bare,0,2
amount,1,1
bet,10,0
Richard,40,9
barf,1,0
reg.,0,1
Other,3,0
need,29,24
Awesome.,2,0
bastard,1,0
able,11,1
instance,2,0
Kinda,2,0
truck,1,0
Des,3,0
deploy,0,1
POWERFUL,1,0
moments.,32,0
Tues,1,0
THEIR,1,0
Enter,13,0
awe,10,0
upset,2,0
astonishing,9,0
Wow.,456,9
Ashton.,1,0
emerging,1,0
indoor,0,1
Shakespearean,1,0
Randy,1,0
slow.,0,1
MUST,17,9
winner,8,0
Courage,1,0
Avg.,1,0
alabaster,1,0
overall,1,0
maritime,0,1
BOSS,7,0
pass.,1,0
123,0,2
years,2,1
gray,0,1
talking.,0,1
Forget,0,1
hiring,0,1
shy,1,0
transposition,1,0
Real-Life,38,0
contain,0,2
Rainy,1,0
Question,1,0
Pulsating,1,0
humane,1,0
REALLY,5,3
Good,46,16
horribly,1,0
willpower,1,0
state,2,0
correctly,0,1
Supremely,1,0
hit.,2,1
official.,1,0
key,2,0
Priceless,1,0
precious,1,1
cinematography.,1,1
problem,2,3
monitor,1,0
ten.,1,0
flick.,4,0
career,22,3
Alabama.,3,0
admit,6,0
Woody,8,1
see..,1,0
torn,1,0
Los,0,1
Music,0,2
Low,2,0
sense.,2,0
pin,5,0
Relax,1,3
own.,2,0
TONIGHT,4,0
immense,1,0
slowly,3,0
Bearing,1,0
diabetes.,1,0
novel,1,0
Soars,4,0
harder,1,0
career-left,31,0
Any,0,1
surface,0,1
Pretty,14,3
You,28,1
parts,1,0
picture.,7,8
line-up,1,0
buzz,170,0
effect,1,1
impeccable,1,0
endearing,1,0
transaction,2,0
reflection,1,0
Throwing,1,0
well,88,14
part.,1,0
drone,0,1
Have,41,7
sit-on-the-edge-of-your-seat,1,0
genius..,1,0
ocean-going,1,0
bottom.,1,0
Sunday,5,3
BS,2,0
laurel,0,1
skill,1,0
Bistro,1,0
Despite,1,0
By,5,0
homework,0,1
fate,1,0
Debut,7,0
immediately,1,0
Proof,1,0
England,0,2
Bravo.,3,0
candy,1,0
sissy,2,0
SHIVER,1,0
lose,3,1
page,1,2
shed,1,0
twitter,3,0
warmer,0,1
home,23,9
liking,1,1
accurate.,2,0
before.,4,0
However,1,0
rewarding,1,0
Killed,1,0
inaccurate,2,0
goatee,1,0
Play,2,0
Us,2,0
Uh,0,1
Johnny,5,0
freedom,1,0
UP,0,1
recognized,1,0
UN,1,0
UK,2,1
Throw-back,3,0
Somalians.,0,1
times.,4,0
Approach,0,1
adrenalin,1,0
weepy,1,0
BARKING,0,1
Vegas,4,0
inner,1,0
hr,1,1
effects.,1,0
hi,1,0
Oops,2,0
ha,1,1
eat,5,0
Botany,1,0
sucked.,1,0
eyes.,2,3
piece,9,3
friend.,1,0
penny,0,6
twist,0,1
authority,1,0
contest,1,0
Never,5,2
spellbinding,2,0
Mouth,1,0
jamming,0,1
adrenaline-filled.,1,0
star,9,2
Like,9,2
exceptional.,2,0
yes.,0,1
Suarez,1,0
astounding,5,0
beat.,1,0
Morgan,2,2
N,2,3
using,3,1
Well.,1,1
diagnosis,2,0
PROUD,1,1
protest,0,2
ever.,7,2
Tom.,3,1
HARROWING,1,0
up.,8,5
swag,1,0
buddy,0,2
Exceptional,2,0
Job,3,1
previews.,0,1
sorry,4,8
Pleasantly,1,0
encore.,0,1
cruising,0,1
rescue,6,6
Patch,2,0
smack,0,1
today.,18,5
guys..,1,0
courageous,2,0
vast,1,0
Thomas,2,0
heading,1,0
build-up,1,0
force,9,0
quilt,1,0
me.,15,10
Accent,0,1
likely,1,0
Cinemas,3,1
Theater,3,1
cactus,1,0
even,50,35
Affected,0,1
wreck,2,2
gold.,1,0
rest.,1,0
Put,1,0
new,97,9
ever,186,72
Items,1,0
never,74,32
weirdly,1,0
Ohio,1,0
profitable.,0,1
nail-biting,2,0
dry,6,1
cried.,1,1
X-Men,1,0
credit,1,0
fantastic,66,0
St.,0,1
Also,14,8
moral,3,0
Epic,3,0
watering,1,0
movie.,162,31
movie-,2,0
Moment,0,1
call,9,2
calm,3,0
recommend,105,8
survive,1,1
right.,3,0
type,1,1
tell,12,1
stories.,1,0
posting,0,1
adult,1,0
V,1,0
room,1,1
white-knuckled.,1,0
ticket.,1,0
movies,4,0
foliage,1,0
root,2,0
Lie,10,0
give,24,42
Corporation,1,0
climax,7,1
stressing,1,0
honey,2,0
Autographs,1,0
unforgettable,2,0
Watching,33,11
amazing,485,26
Jack,4,2
Kat,1,0
aboard,0,1
Gritty,1,0
coup,1,0
Bravura,1,0
natch,0,1
All,8,0
attempt,0,4
third,4,6
Ali,1,0
faultless.,2,0
Blue,0,1
Hide,1,0
deck,1,0
Rotten,1,0
down.,2,0
Biggest,1,0
before,0,1
personal,3,0
Unbelievable.,0,1
crew,23,3
better,7,3
JOB,5,0
Birth,1,0
weeks,1,0
Bravery,1,0
combination,1,0
indulge,0,1
week.,10,0
Indeed,1,0
Hats,6,0
Stomach-rolling,1,0
Planning,6,0
Curious,1,2
went,2,2
Check,783,21
luck,2,3
improvise,1,0
Wow,123,25
Woo,1,0
taught,0,1
forgot,1,1
navy,42,14
seats.,2,0
Discovery,9,0
crucial,1,0
nigger,1,0
Muse,24,10
content,0,1
start.,0,5
is.,7,2
Hamburg.,1,0
surprise,8,0
Must,20,18
turning,1,0
resume,0,1
shouting.,1,0
revenge,1,0
Planet,0,1
struggle,5,0
MAN,2,0
loud,0,1
Thrilling,5,3
grade,1,0
hook,2,0
deplete,1,0
immensely,2,0
masterfully,1,0
OUTSTANDING,6,0
Mess,1,0
Desert,2,0
bouncing,0,1
gym,1,0
somewhat,2,0
horn,0,1
Crushes,0,7
spoiler,0,1
anxiety,13,0
Canberra,2,0
Exhausted,2,0
matter,3,2
street,0,1
silly,1,0
speaking,3,0
deserving,2,0
legit.,1,0
mini,0,1
modern,2,0
mind,14,6
mine,1,2
ginger,1,0
all-time,1,1
seen,41,3
seem,5,0
mint,0,1
do.,0,2
NEVER,1,1
chest,0,1
niece,0,1
Directed,1,1
A-M-A-Z-I-N-G,1,0
Knight,5,1
regular,0,1
artifact,1,0
see.,15,7
Alabama,9,8
Jackman.,2,0
don,1,0
Scratch,1,0
medical,1,1
Philippine,1,1
dog,1,2
doe,0,1
Single,1,0
definitely,55,6
pointy,1,0
hunger,1,0
jurisdiction,1,0
brilliance,46,0
ending,39,3
sneaking,1,0
resisting,0,1
explain,0,3
Free,4,0
wearing,0,1
stop,13,8
delirious.,1,0
coast,10,2
Heck,0,2
Wandering,2,0
bat,0,1
bar,2,6
bay,2,1
bag,2,1
bad,6,42
weekend.,10,3
up-coming,1,0
attest,2,0
fascinating,2,0
MOVIE.,1,1
Recommended,7,0
Butler,3,0
voyage,1,0
Run,2,1
finish.,22,1
sorta,1,0
sail,3,0
Took,6,0
Choice,1,0
C,0,1
seen..,3,1
Dusty,1,0
Tribal,1,0
chosen.,0,1
Tracy.,1,0
picking,3,0
Yours,0,1
Otherwise,1,0
hypertension.,0,1
MOVIES,0,1
winos.,1,0
hygiene,0,1
boys.,1,0
Forest,3,1
path,1,0
Gives,1,0
now.,15,3
GUYS.,0,1
Arctic,0,1
tiny,2,1
interest,1,2
lovely,4,0
DD,1,0
idol,2,0
deeper,2,0
CA,1,0
shattering,0,1
personally,2,0
Marines,0,1
CU,1,0
Yank,1,0
Cc,1,0
Ca,26,18
Sushi,1,3
ugly,0,2
near,3,1
mangle,0,1
study,1,0
thought.,0,1
is,1,2
sushi,0,2
it,32,8
iv,0,2
shame,4,0
cant,3,2
in,5,0
grown,2,0
Snaps,4,0
realizing,0,1
material.,1,0
Thrill,1,0
can.,1,0
VT,4,4
Home,2,3
paradise.,1,0
opportunity,3,0
kid,5,0
Va,0,1
cool.,4,0
pooping,1,0
left,5,0
just,242,125
wasteful,0,1
yea,0,2
Fixing,1,0
unfair,0,1
identify,1,0
human,7,0
yep,0,2
yet,49,19
move..,1,0
candidate,2,0
character,5,1
Boss,6,0
arrival.,0,2
News,3,0
save,2,7
ago-,1,0
Muse.,1,0
background,1,0
bad.,5,0
govt,0,1
Overseas,0,7
normal..,1,0
performing,1,0
Are,2,10
Stole,1,0
Nipples,2,0
deal,5,1
somehow,1,0
dead,18,14
dear,0,1
theatrical,1,0
Nobody,1,0
A-mazing,1,0
Quite,2,1
unstable,1,0
Drinking,1,0
Drop,1,0
burn,7,1
Snell,4,0
Participating,15,0
bolt,0,1
super,7,6
Punchline,1,0
location.,0,1
puking,0,1
yelling,0,1
Cheap,1,0
Hearing,1,0
magazine,1,0
afternoon,6,0
status.,1,0
Marley,1,0
for.,2,0
Dallas,1,0
saga-,1,0
down,7,2
Critical,4,0
doctrine,2,0
Unless,0,2
amazingly,8,0
flying,0,1
editor,1,0
DNA,0,1
form,6,0
lie.,1,0
sickest,1,0
Z,1,0
L's..,1,0
Estimates,1,0
economic,2,0
Grateful,0,1
daddy,1,0
propaganda,4,2
classic,7,0
toss,1,2
die.,1,1
ship,22,24
shit,27,5
digital,1,0
RATTLE,1,0
felt,1,0
diet,1,0
HOT,2,0
journey,4,0
reign,4,0
aware,3,0
weekend,21,35
happening,2,0
Color,1,0
Win,1,4
daily,1,0
Second,0,1
teeth,0,3
Keener,0,1
overdue,1,0
skip,1,0
Winning,1,0
mild,1,0
mile,1,0
milk,1,0
hijacked,0,1
seasick,55,4
Evening,0,1
father,4,2
special.,2,0
amaze,5,1
finally,10,4
swoop,2,0
must,2,2
FORREST,2,0
me,42,4
Buddies,1,0
manage.,0,1
defying,0,1
Appendage,1,0
decent.,1,0
din,1,0
did..,1,0
did,0,1
Gayle,1,1
Directing,1,0
magnet,0,1
Crawlers,1,0
excellence,1,1
praise.,2,0
round,7,2
documentary.,1,0
Burlington,2,1
Hear,0,3
Seriously.,0,1
international,5,0
transportation,0,2
movies..,0,1
bloke,1,0
guardian,1,0
makeup,0,1
Russell,1,0
Elissa,2,0
Alyssa,1,0
wait,17,39
box,3,8
boy,12,2
bunch.,1,0
shift,0,2
bow,5,0
here.,2,3
suggestion,0,3
boo,0,6
massage,1,0
genuinely,3,0
breathtaking,6,0
useful,0,1
When,1,0
Whew,4,1
everybody,4,1
aye,4,0
dude,5,6
review.,1,0
Lunch,3,1
going,46,33
Awards,8,0
fellas.,0,1
AMERICA,3,0
forget.,1,1
sharing,1,1
Starring,2,0
downtown,1,0
Brad,2,0
capturing,2,0
fly,1,0
melodrama,0,1
soul,1,0
reviews,1,0
soup,0,1
O'Brien,1,0
growing,1,0
making,15,1
arrive,0,1
guy.,1,0
crazy,6,12
fuck,9,12
drawer,1,0
Score,3,0
Damon,1,0
Sweepstakes,1,0
YOUR,1,0
normalize,0,1
till,4,1
propagandistic,0,1
pure,6,0
sworn,0,1
map,2,0
staying,1,0
max,1,1
mad,0,4
true..,0,1
grow,3,0
man,61,14
maybe,7,12
q,1,0
switch,0,2
Trip,1,1
talk,15,3
cute,1,2
Mississippi,0,1
shaky,2,5
cruel.,1,0
recoup,0,1
pitch,1,0
chills.,1,1
police,1,0
thank,17,5
interesting,14,4
Rain,1,0
focus.,1,0
World,8,1
main,8,3
killer,4,0
lunch,1,0
touching,5,0
She,2,0
Closing,1,0
bullshit,4,0
kids.,0,2
beach,0,1
Simply,4,0
rock,6,4
hijack,1,0
brews,0,1
determined.,0,1
girl,15,5
living,8,0
3rd,8,0
correct,1,1
Stone,6,0
Chasing,10,0
G,2,0
Sometimes,3,0
pumping,4,1
AMAZE,1,0
advance,1,1
Walking,2,1
Already,0,1
language,5,2
Being,1,0
headphones,1,0
thing,6,15
Bake,1,0
think,71,53
first,36,9
Warship,1,0
long,81,58
carry,2,0
Probably,5,2
Pirate,15,2
little,16,17
anyone,17,12
Completely,3,1
Comeback,1,0
Post,1,0
mermaid,1,0
eyes,1,0
11,1,0
sailing,0,3
were,2,0
gigantic,1,0
1.,0,1
DO,3,0
DJ,1,0
topics,1,0
seal,8,0
Do,26,20
Di,1,0
De,1,1
potential,1,0
Perfection,0,1
performance,669,18
Parrot,0,1
normal,3,1
track,0,2
voice.,0,1
barrage,0,1
wind.,1,0
especially,12,0
surprising,2,0
order,1,0
alone.,1,1
rating,4,0
shot,1,2
show,29,4
Barry,1,0
Demons,4,0
therapist,2,0
Wondering,0,1
We,6,2
treasure,5,0
black,1,3
travesty,0,1
get,488,58
hostage,4,9
Sleepless,0,1
Large,1,0
nearly,6,2
chillingly,1,0
HAS,1,0
gem,1,0
Right,3,1
Angel,0,1
morning,3,1
stupid,0,4
source,1,0
silently,1,0
honesty,1,0
seat,73,5
Hopefully,0,1
wonder,8,4
Seafarers.,1,0
amateur.,0,1
enough,3,4
reading,4,0
FOR,0,1
unbelievable.,2,1
killing,0,3
real-life,1,5
sea.,1,2
enthralling,0,1
dates,1,0
EPIC,1,2
rugby,1,0
dedicate,1,0
tour,8,0
Taught,1,0
spare,1,0
sick..,1,0
comprehend,2,0
considering,3,1
unusual,1,0
Sure,1,1
BETTER,1,0
Tense,9,0
Exciting,1,0
shopping,1,1
spending.,0,1
Points,3,0
wake,1,0
Learn,3,0
Action,2,1
hardcore,1,0
sound,18,0
Somehow,0,1
Fri.,2,0
ratchet,1,0
cock,1,0
Dave.,2,0
them,1,1
according,15,0
middle,4,2
wisely,0,1
different,6,1
harsh,1,0
paw,0,1
pay,4,6
same,5,3
speech,3,0
Machete,1,0
Disappointed,1,0
Barcelona,1,0
companion,1,0
running,3,1
Unreal,24,2
totally,19,5
standout.,0,1
largely,1,0
amazed,1,0
inaccurate.,1,0
money,8,9
SPEECHLESS,0,1
leeway,1,0
aspect,2,0
Although,50,1
grip,1,0
wife.,3,0
Island,1,0
mom,19,3
Tackled,2,0
pirates..,1,1
career.,2,3
Streaming,1,0
audience,28,2
London,1,0
either,0,1
robbery,0,3
Dress,0,2
Savoy,1,0
Somalis,17,12
AC,0,1
Amazing,66,15
Somalia,51,17
Dr.,7,0
New,18,4
octane,1,0
Mel,1,0
Men,1,0
Met,2,1
subtlest,1,0
claustrophobia,1,0
Somali-,3,0
T.,1,0
BEST.,1,0
island,1,1
Scared,1,0
violence,2,0
Proves,7,0
out.,2,3
